100,110,120,130,140,150,160,170,180,200,250,260,300,350,360,40,400,410,50,500,510,60,600,70,700,710,900,month,por,value0,value1,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value2,value20,value3,value4,value5,value6,value7,value8,value9,y0,y1,y2,y3,y4,y5,y6,y7,year,Н1.0,Н1.1,Н1.2,Н10.1,Н12,Н2,Н3,Н4,Н7,Н9.1
5214282.0,815886.0,0.0,461.0,426469.0,35995.0,0.0,145817.0,37908.0,1178360.0,0.0,5121.0,2573386.0,0.0,66206.0,3751746.0,2112884.0,44051.0,71327.0,515388.0,353055.0,2112884.0,2000000.0,462925.0,10974.0,0.0,-221433.0,1,13,3555.66666667,100.7,4674,21.7,5.9,7.7,13493.2,3794.8,13.0,1048.0,1849.8,9258.1,92.4,29.3916,52.2,21.9,30.3,8.5,22.3,29.4,1460.6,0,0,0,0,0,0,0,0,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5328841.0,976410.0,0.0,472.0,357432.0,36355.0,0.0,145389.0,40862.0,1183990.0,0.0,6078.0,2587931.0,0.0,68128.0,3771921.0,2150634.0,44434.0,74206.0,596765.0,425173.0,2150634.0,2000000.0,394259.0,4813.0,0.0,10328.0,2,14,3555.66666667,102.4,6965,17.1,6.5,8.1,11990.7,3312.7,13.0,994.5,374.6,771.6,96.6,36.1767,52.6,24.0,28.6,4.6,-22.8,-46.3,1101.0,0,0,0,0,0,0,0,0,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5260585.0,834547.0,0.0,472.0,411287.0,36679.0,0.0,144522.0,46629.0,1169348.0,0.0,7653.0,2617101.0,0.0,69824.0,3786449.0,2198507.0,48579.0,77477.0,459274.0,326983.0,2198507.0,2000000.0,448438.0,24598.0,0.0,15978.0,3,15,3555.66666667,101.7,8087,17.1,7.1,9.4,12021.3,3301.6,13.0,1029.1,146.0,1219.1,105.1,36.1644,28.4,10.5,17.9,7.4,-1.5,34.7,1071.8,0,0,0,0,0,0,0,0,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5173940.0,735626.0,0.0,470.0,423675.0,36872.0,0.0,193917.0,54023.0,1146802.0,0.0,7336.0,2582555.0,0.0,111138.0,3729357.0,2184228.0,41695.0,118474.0,373228.0,283615.0,2184228.0,2006803.0,461017.0,417.0,0.0,-37057.0,4,16,2849.0,101.3,8755,18.1,6.9,9.5,12111.7,3278.3,12.5,1051.5,13.4,1729.9,102.9,33.9032,32.0,13.5,18.6,5.1,4.4,3.0,1151.2,0,0,0,0,0,0,0,0,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5793964.0,541845.0,358444.0,468.0,380856.0,36952.0,0.0,191461.0,49876.0,1126757.0,0.0,8036.0,3107305.0,0.0,150305.0,4234062.0,2212248.0,43506.0,158341.0,373103.0,273632.0,2212248.0,2000000.0,418276.0,606901.0,0.0,-36881.0,5,17,2849.0,100.7,7926,18.0,6.7,10.2,12339.1,3410.1,12.0,1112.8,-301.4,2221.2,102.4,32.974000000000004,35.3,14.5,20.8,6.3,-1.4,7.7,1151.1,0,0,0,0,0,0,0,1,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5866912.0,508464.0,133232.0,466.0,385611.0,37034.0,0.0,190398.0,60446.0,1109406.0,0.0,8619.0,3441855.0,0.0,198939.0,4551261.0,2245701.0,39410.0,207558.0,370375.0,279773.0,2245701.0,2000000.0,423111.0,631178.0,0.0,-34365.0,6,18,2849.0,100.6,8779,18.0,6.5,8.5,12861.1,3461.9,11.5,1084.5,-433.9,2640.5,100.6,30.7441,35.8,14.7,21.0,8.8,-0.6,-3.1,1174.8,0,0,0,0,0,0,0,1,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5877546.0,889516.0,176483.0,467.0,381897.0,37113.0,0.0,181670.0,69046.0,1032475.0,0.0,9655.0,3108879.0,0.0,333495.0,4141354.0,2365644.0,46667.0,343150.0,429486.0,392286.0,2365644.0,2000000.0,419477.0,490495.0,0.0,-37734.0,7,19,3030.03333333,100.6,7194,19.2,6.3,8.3,13161.0,3522.5,11.0,1128.1,-668.0,3168.3,102.2,31.0385,36.4,13.8,22.6,9.1,6.3,3.0,1187.0,0,0,0,0,0,0,0,1,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5633384.0,1363030.0,137136.0,470.0,373473.0,37196.0,0.0,180926.0,83705.0,1013667.0,0.0,10838.0,2443781.0,0.0,410814.0,3457448.0,2420014.0,47426.0,421652.0,329986.0,326286.0,2420014.0,2000000.0,411139.0,300682.0,0.0,-39400.0,8,20,3030.03333333,100.6,6478,18.9,6.2,8.3,13121.0,3550.1,10.7,1169.6,-820.8,3801.2,101.8,31.1533,39.9,15.4,24.5,6.3,-2.4,-2.9,1220.0,0,0,0,0,0,0,0,1,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5815064.0,941746.0,304821.0,472.0,661252.0,37228.0,0.0,180742.0,94557.0,1004863.0,0.0,16542.0,2589383.0,0.0,475110.0,3594246.0,2434107.0,43225.0,491652.0,528710.0,354821.0,2434107.0,2000000.0,698952.0,305560.0,0.0,-40649.0,9,21,3030.03333333,100.0,5557,18.3,6.0,7.8,13305.0,3506.6,10.0,1193.8,-1064.4,4427.0,101.4,31.8397,42.3,15.9,26.4,10.5,-2.6,-3.9,1238.3,0,0,0,0,0,0,0,1,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5896032.0,899593.0,322598.0,468.0,668598.0,37307.0,0.0,187009.0,98500.0,985935.0,0.0,20795.0,2696024.0,0.0,525278.0,3681959.0,2500206.0,44621.0,546073.0,559916.0,367527.0,2500206.0,2000000.0,706373.0,295335.0,0.0,-59574.0,10,22,3340.16666667,100.0,5081,18.8,5.8,7.6,13649.5,3485.6,9.5,1118.5,-1204.8,5111.8,101.2,30.0087,42.9,15.5,27.3,11.8,2.7,3.7,1234.9,0,0,0,0,0,0,0,1,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
6015502.0,551065.0,444997.0,466.0,676703.0,37327.0,0.0,185742.0,97094.0,976763.0,0.0,22003.0,3045345.0,0.0,582092.0,4022108.0,2607340.0,44392.0,604095.0,578575.0,390494.0,2607340.0,2000000.0,714496.0,284695.0,0.0,-62333.0,11,23,3340.16666667,100.0,5406,18.8,5.9,7.7,13874.7,3566.7,9.0,1124.1,-1355.7,5788.8,99.1,29.1944,46.4,17.6,28.8,11.1,-0.3,6.3,1275.6,0,0,0,0,0,0,0,1,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5687793.0,407606.0,247730.0,469.0,661252.0,37327.0,0.0,184982.0,111528.0,969435.0,0.0,24473.0,3067464.0,0.0,616043.0,4036899.0,2618686.0,49970.0,640516.0,378740.0,356340.0,2618686.0,1958330.0,699048.0,168101.0,0.0,-60168.0,12,24,3340.16666667,100.3,5047,19.2,6.2,8.2,14224.1,3600.1,8.8,1139.4,-1594.7,6446.5,99.5,29.0687,49.8,19.3,30.5,11.1,1.9,-3.2,1266.9,0,0,0,0,0,0,0,1,2009,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
6055423.0,528735.0,221303.0,466.0,648469.0,37327.0,0.0,184141.0,102434.0,956302.0,0.0,25467.0,3376246.0,0.0,660384.0,4332548.0,2735742.0,46165.0,685851.0,568956.0,345634.0,2735742.0,1958330.0,686262.0,204208.0,0.0,-30938.0,1,25,3463.66666667,100.4,3565,24.0,6.2,8.2,15697.7,4038.1,8.8,1067.8,-2148.4,7336.0,100.5,30.1851,50.2,19.4,30.9,11.5,24.3,40.8,1529.9,0,0,0,0,0,0,0,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5842231.0,308863.0,186127.0,463.0,632934.0,37327.0,0.0,183394.0,117351.0,949160.0,0.0,26704.0,3426612.0,0.0,669026.0,4375772.0,2728517.0,46286.0,695730.0,389339.0,330839.0,2728517.0,1958330.0,670724.0,205196.0,0.0,2595.0,2,26,3463.66666667,101.6,4119,18.9,6.8,9.2,15331.0,3873.3,8.5,921.6,83.2,737.6,98.9,30.3996,55.9,21.6,34.2,12.6,-23.3,-44.9,1193.6,0,0,0,0,0,0,0,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5932418.0,425044.0,188807.0,459.0,640185.0,37327.0,0.0,182455.0,140917.0,941427.0,0.0,46808.0,3375797.0,0.0,660357.0,4317224.0,2736925.0,45535.0,707165.0,495465.0,332965.0,2736925.0,1958330.0,677971.0,206313.0,0.0,1235.0,3,27,3463.66666667,100.9,4118,19.0,6.4,8.6,15565.9,3950.0,8.3,957.9,-158.7,1307.7,102.0,29.93,39.1,11.4,27.7,16.3,0.1,22.3,1163.9,0,0,0,0,0,0,0,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5964367.0,468227.0,0.0,456.0,0.0,669576.0,0.0,181496.0,139756.0,978245.0,0.0,47966.0,3526611.0,0.0,666835.0,4504856.0,2721477.0,39508.0,714801.0,618347.0,405847.0,2721477.0,1911650.0,670032.0,200873.0,0.0,-1601.0,4,28,2964.96666667,100.6,3966,20.6,6.4,8.6,15996.5,3986.1,8.0,932.8,-236.5,1953.3,101.8,29.4956,46.1,15.5,30.6,15.0,7.5,3.0,1268.2,0,0,0,0,0,0,0,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5699759.0,363612.0,0.0,453.0,0.0,674767.0,0.0,179971.0,151076.0,968844.0,0.0,39409.0,3361036.0,0.0,674567.0,4329880.0,2709774.0,42462.0,713976.0,561453.0,348953.0,2709774.0,1749980.0,675220.0,188464.0,0.0,-7898.0,5,29,2964.96666667,100.3,3240,20.4,6.1,8.2,16435.0,4181.0,7.8,965.0,-367.2,2618.3,103.2,29.1537,52.8,18.8,34.0,15.2,-1.3,8.8,1280.3,0,0,0,0,0,0,1,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5721582.0,551407.0,0.0,450.0,0.0,538431.0,0.0,178105.0,139211.0,918879.0,0.0,40016.0,3395099.0,0.0,688550.0,4313978.0,2728091.0,40564.0,728566.0,604133.0,421633.0,2728091.0,1715310.0,538881.0,190787.0,0.0,-14242.0,6,30,2964.96666667,100.5,3238,20.3,5.6,7.3,16813.9,4240.3,7.8,937.9,-406.6,3195.7,102.7,30.74,52.7,19.2,33.5,14.3,-0.8,-6.7,1317.6,0,0,0,0,0,0,1,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
4753857.0,573150.0,0.0,452.0,0.0,542424.0,0.0,176513.0,129163.0,912769.0,0.0,40480.0,2419386.0,0.0,346978.0,3332155.0,2711729.0,50770.0,387458.0,514370.0,366870.0,2711729.0,0.0,542876.0,194325.0,0.0,-341472.0,7,31,3181.53333333,100.4,3060,21.8,5.2,6.8,17190.3,4367.7,7.8,973.6,-344.7,3995.4,96.9,31.2554,51.2,19.4,31.8,12.5,7.1,4.9,1336.6,0,0,0,0,0,0,1,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
4855923.0,620918.0,0.0,456.0,0.0,546550.0,0.0,175711.0,139090.0,909655.0,0.0,50893.0,2463543.0,0.0,407887.0,3373198.0,2765357.0,70172.0,458780.0,559278.0,410778.0,2765357.0,0.0,547006.0,193708.0,0.0,-336007.0,8,32,3181.53333333,100.4,3398,21.3,5.4,7.0,17330.1,4467.3,7.8,966.7,-426.2,4659.2,100.7,30.1861,52.0,19.6,32.4,12.8,-2.5,0.0,1380.8,0,0,0,0,0,0,1,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
4889311.0,650062.0,0.0,455.0,0.0,550676.0,0.0,174332.0,155793.0,907623.0,54.0,139645.0,2450370.0,0.0,410687.0,3357993.0,2700049.0,62283.0,550332.0,629726.0,493726.0,2700049.0,0.0,551131.0,198230.0,0.0,-490170.0,9,33,3181.53333333,100.6,3350,20.8,5.2,6.9,17663.8,4477.8,7.8,944.0,-515.5,5301.2,103.3,30.8669,52.4,21.0,31.4,10.4,-3.2,-5.4,1414.6,0,0,0,0,0,0,1,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
4965696.0,743680.0,0.0,461.0,0.0,554669.0,0.0,173549.0,169758.0,903735.0,146.0,170987.0,2419844.0,0.0,420771.0,3323579.0,2722042.0,57503.0,591758.0,668869.0,513869.0,2722042.0,0.0,555130.0,200201.0,0.0,-484246.0,10,34,3467.96666667,100.8,3202,21.0,5.0,6.6,17909.2,4524.5,7.8,945.8,-562.3,6007.0,98.7,30.5126,55.7,23.8,31.8,8.0,0.4,0.2,1408.4,0,0,0,0,0,0,1,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
4758357.0,568870.0,0.0,465.0,0.0,558796.0,0.0,170119.0,173016.0,901213.0,185.0,172167.0,2385878.0,0.0,411347.0,3287091.0,2747801.0,58545.0,583514.0,610948.0,465948.0,2747801.0,0.0,559261.0,33453.0,0.0,-508580.0,11,35,3467.96666667,100.5,3062,21.0,5.1,6.8,18099.7,4590.0,7.8,996.7,-609.4,6722.2,102.2,30.7738,57.9,23.5,34.4,10.8,-0.7,5.0,1462.6,0,0,0,0,0,1,1,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
4905097.0,713806.0,0.0,350.0,0.0,559871.0,111.0,168527.0,178325.0,895107.0,194.0,179984.0,2389000.0,0.0,341799.0,3284107.0,2821996.0,67594.0,521783.0,695463.0,526463.0,2821996.0,0.0,560221.0,39437.0,0.0,-644189.0,12,36,3467.96666667,100.8,3227,21.5,5.0,6.7,18529.4,4621.5,7.8,985.6,-724.6,7432.4,104.4,31.3335,59.4,24.7,34.7,10.1,1.7,-0.2,1470.9,0,0,0,0,0,1,1,1,2010,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5049479.0,1049468.0,0.0,350.0,0.0,563997.0,108.0,166967.0,170724.0,888359.0,240.0,178732.0,2209506.0,0.0,337851.0,3097865.0,2881959.0,69393.0,516583.0,799219.0,648219.0,2881959.0,0.0,564347.0,22867.0,0.0,-844226.0,1,37,3639.6,101.1,2400,28.0,5.4,7.2,20011.9,5062.7,7.8,992.4,-1600.4,8298.9,101.0,30.3505,60.2,24.7,35.5,10.8,29.0,39.1,1771.1,0,0,0,0,0,1,1,1,2011,-100,-100.0,-100,-100.0,-100.0,-10.0,-10.0,-10.0,-10000.0,-100.0
5209465.0,1173966.0,0.0,350.0,0.0,568123.0,109.0,166082.0,166551.0,884643.0,147.0,178606.0,2249641.0,0.0,337916.0,3134284.0,3006377.0,63304.0,516522.0,835147.0,652647.0,3006377.0,0.0,568473.0,22867.0,0.0,-1091.0,2,38,3639.6,102.4,2781,20.7,5.8,7.8,19307.7,4830.7,8.0,1061.2,147.0,799.7,102.2,29.8018,69.7,27.1,42.7,15.6,-27.2,-47.0,1360.9,0,0,0,0,0,1,1,1,2011,-100,15.73,-100,0.13,0.04,138.49,92.9,89.78,341.65,0.0
5204154.0,1173088.0,0.0,350.0,0.0,571850.0,107.0,164926.0,174856.0,880810.0,101.0,178495.0,2238167.0,0.0,336675.0,3118977.0,3065618.0,74467.0,515170.0,785624.0,603124.0,3065618.0,0.0,572200.0,22867.0,0.0,883.0,3,39,3639.6,100.8,3029,20.7,5.7,7.6,19536.7,4898.0,8.0,1006.0,102.7,1505.2,103.4,28.9028,46.7,16.3,30.3,14.0,-0.9,23.0,1354.1,0,0,0,0,0,1,1,1,2011,-100,15.72,-100,0.15,0.04,146.67,104.23,88.64,340.89,0.0
5287659.0,1220277.0,0.0,350.0,0.0,575976.0,107.0,164801.0,268353.0,878195.0,202.0,178412.0,2179600.0,0.0,339157.0,3057795.0,3161837.0,73766.0,517569.0,701570.0,560570.0,3161837.0,0.0,576326.0,22867.0,0.0,-7125.0,4,40,4418.43333333,100.6,2725,22.7,5.4,7.1,19788.7,4918.2,8.3,1085.3,204.3,2391.3,101.4,28.5162,61.1,21.8,39.2,17.4,8.9,0.3,1465.1,0,0,0,0,0,1,1,1,2011,-100,15.46,-100,0.2,0.04,159.19,110.9,60.49,342.97,0.0
5226331.0,609016.0,150000.0,350.0,214477.0,579969.0,109.0,164659.0,285832.0,878733.0,227.0,216580.0,2343186.0,0.0,339043.0,3221919.0,3146868.0,68287.0,555623.0,672249.0,566249.0,3146868.0,0.0,794796.0,22867.0,0.0,-11138.0,5,41,4418.43333333,100.4,2779,22.5,5.4,7.2,20020.8,5071.3,8.3,1108.2,225.9,3340.0,102.0,27.3348,70.6,26.9,43.6,16.7,-1.1,9.6,1484.7,0,0,0,0,1,1,1,1,2011,-100,15.74,-100,0.2,0.04,108.81,113.72,62.1,345.89,0.0
5133258.0,664216.0,230000.0,350.0,214495.0,584095.0,107.0,163981.0,319325.0,878475.0,1.0,216489.0,2078214.0,0.0,375928.0,2956689.0,3028735.0,64568.0,592417.0,697500.0,591500.0,3028735.0,0.0,798940.0,24554.0,0.0,-11473.0,6,42,4418.43333333,100.5,2632,22.8,4.9,6.4,20160.9,5079.8,8.3,1076.5,454.7,4197.8,101.1,27.9805,73.0,27.1,45.9,18.8,0.5,-9.3,1532.2,0,0,0,0,1,1,1,1,2011,-100,16.78,-100,0.15,0.04,114.5,100.97,62.7,300.41,0.0
5304358.0,593108.0,430000.0,350.0,216517.0,588088.0,108.0,163377.0,380829.0,873508.0,0.0,285586.0,2058473.0,0.0,380476.0,2931981.0,3003872.0,75198.0,666062.0,836202.0,730202.0,3003872.0,0.0,804955.0,24554.0,0.0,-11987.0,7,43,4781.76666667,100.2,2430,24.1,4.6,6.1,20721.9,5192.2,8.3,1075.9,748.4,5304.2,97.8,27.8726,71.8,28.2,43.6,15.5,5.7,10.7,1551.4,0,0,0,0,1,1,1,1,2011,-100,16.87,-100,0.15,0.04,88.42,87.03,67.25,312.47,0.0
5362754.0,629042.0,430000.0,350.0,211803.0,592214.0,106.0,162310.0,478808.0,872870.0,0.0,782667.0,1985251.0,0.0,486719.0,2858121.0,3010025.0,75029.0,1269386.0,804805.0,727039.0,3010025.0,0.0,804367.0,16887.0,0.0,-21771.0,8,44,4781.76666667,100.0,2570,23.6,5.0,6.5,20828.1,5306.6,8.3,1079.6,857.6,6234.1,99.0,27.5204,71.9,27.7,44.2,16.4,-2.2,-0.8,1599.2,0,0,0,1,1,1,1,1,2011,-100,16.05,-100,0.23,0.04,93.25,82.71,70.04,397.5,0.0
5036883.0,651873.0,665000.0,350.0,0.0,596340.0,112.0,161485.0,484512.0,861018.0,0.0,774084.0,1616193.0,0.0,450633.0,2477211.0,2987508.0,58606.0,1224717.0,512070.0,504860.0,2987508.0,0.0,596690.0,1000.0,0.0,1411.0,9,45,4781.76666667,99.8,2339,23.1,4.7,6.1,21061.9,5343.0,8.3,1189.5,923.2,7220.4,104.6,28.9278,69.5,27.5,42.0,14.5,-1.9,-4.6,1652.6,0,0,0,1,1,1,1,1,2011,-100,17.34,-100,0.22,0.04,99.5,127.14,66.72,349.64,0.0
5194700.0,924034.0,1218000.0,350.0,0.0,34409.0,116.0,160848.0,483025.0,821382.0,0.0,769165.0,1552536.0,0.0,476122.0,2373918.0,2966804.0,52185.0,1245287.0,679682.0,652894.0,2966804.0,0.0,34759.0,0.0,0.0,-10836.0,10,46,5205.03333333,100.0,2389,23.5,4.6,6.0,21480.4,5420.4,8.3,1165.1,1303.2,8211.1,99.3,32.11,74.7,30.2,44.5,14.4,1.8,2.7,1643.2,0,0,0,1,1,1,1,1,2011,-100,16.83,-100,0.22,0.04,116.74,93.21,202.16,366.97,0.0
5235919.0,863572.0,1418000.0,350.0,0.0,34409.0,114.0,160470.0,488098.0,820329.0,0.0,759918.0,1450577.0,0.0,534256.0,2270906.0,3007392.0,47845.0,1294174.0,665028.0,650028.0,3007392.0,0.0,34759.0,0.0,0.0,23971.0,11,47,5205.03333333,100.5,2427,23.6,4.8,6.4,21366.7,5420.1,8.3,1200.5,1625.8,9241.2,101.7,30.1245,71.4,27.6,43.8,16.3,0.1,1.0,1701.3,0,0,1,1,1,1,1,1,2011,-100,12.98,-100,0.2,0.04,100.87,94.07,142.43,364.84,0.0
